,budget,genre,gross,name,runtime,score,votes,Profit
3866,35000000,Biography,52277485,Radio,109,6.9,33842,17277485
3867,0,Comedy,21897389,Love Don't Cost a Thing,100,5.1,6039,21897389
3868,41000000,Action,22108977,The Medallion,88,5.2,32750,-18891023
3869,0,Action,35764982,National Security,88,5.6,41326,35764982
3870,56000000,Biography,12870569,Gods and Generals,219,6.3,13829,-43129431
3871,0,Comedy,6126237,Chasing Papi,80,4.8,3577,6126237
3872,6000000,Drama,2220008,Shattered Glass,94,7.2,30173,-3779992
3873,20000000,Comedy,15408822,A Guy Thing,101,5.6,14915,-4591178
3874,0,Drama,9074550,The Divorce,100,4.9,10084,9074550
3875,22000000,Drama,6886089,Willard,100,6.2,15832,-15113911
3876,0,Comedy,1628154,Camp,114,6.3,5242,1628154
3877,0,Action,74864,Ned Kelly,110,6.5,22829,74864
3878,12000000,Comedy,4922166,From Justin to Kelly,81,2.1,23990,-7077834
3879,5000000,Biography,728253,Party Monster,98,6.3,13310,-4271747
3880,18000000,Comedy,3203044,Anything Else,108,6.4,26603,-14796956
3881,52000000,Action,23020488,Bulletproof Monk,104,5.5,43940,-28979512
3882,0,Biography,1302242,Sylvia,110,6.3,9321,1302242
3883,0,Action,4560061,Ong-Bak: The Thai Warrior,105,7.2,63887,4560061
3884,0,Crime,767240,Young Adam,98,6.5,12050,767240
3885,40000000,Action,20440627,The In-Laws,100,5.7,14598,-19559373
3886,25000000,Animation,39399750,Rugrats Go Wild,100,5.6,6205,14399750
3887,35200000,Comedy,37788228,Head of State,95,5.4,15690,2588228
3888,9500000,Animation,7002255,The Triplets of Belleville,80,7.8,44860,-2497745
3889,17000000,Comedy,22734486,Dickie Roberts: Former Child Star,98,5.6,12287,5734486
3890,0,Drama,254224,The Best of Youth,366,8.5,17585,254224
3891,2500000,Drama,548712,All the Real Girls,108,6.9,9474,-1951288
3892,40000000,Comedy,9692135,Duplex,89,5.9,48829,-30307865
3893,780000,Action,1310470,Saints and Soldiers,90,6.8,18516,530470
3894,0,Animation,128985,Tokyo Godfathers,100,7.9,22266,128985
3895,10000000,Comedy,31041759,Calendar Girls,108,6.9,20538,21041759
3896,8000000,Drama,1174139,I Capture the Castle,113,7.1,6060,-6825861
3897,0,Comedy,26300,Barely Legal,100,4.8,5524,26300
3898,0,Drama,284002,I Am David,90,7.3,6485,284002
3899,15000000,Crime,12212417,Confidence,97,6.7,31315,-2787583
3900,3200000,Crime,8243880,The Cooler,101,7.0,29549,5043880
3901,0,Comedy,17508936,A Mighty Wind,91,7.3,23253,17508936
3902,0,Action,21701045,Biker Boyz,110,4.6,11532,21701045
3903,0,Comedy,1787378,Kal Ho Naa Ho,186,8.0,51400,1787378
3904,0,Biography,6003587,American Splendor,101,7.5,43575,6003587
3905,0,Comedy,7375836,It Runs in the Family,100,5.6,4199,7375836
3906,17000000,Biography,1571504,Veronica Guerin,98,6.9,17055,-15428496
3907,4000000,Comedy,732241,The Shape of Things,96,6.7,10052,-3267759
3908,0,Drama,343816,The United States of Leland,108,7.1,20860,343816
3909,300000,Comedy,2528664,Pieces of April,80,7.1,18540,2228664
3910,850000,Comedy,819939,Latter Days,107,7.1,15271,-30061
3911,0,Comedy,2483,The Green Butchers,100,7.3,16028,2483
3912,14000000,Comedy,15550605,My Boss's Daughter,86,4.7,25363,1550605
3913,16000000,Comedy,14108518,How to Deal,100,5.6,8473,-1891482
3914,0,Action,497208,Taxi 3,84,5.8,33795,497208
3915,0,Drama,213954,Carandiru,145,7.6,15107,213954
3916,20000000,Animation,47887943,The Jungle Book 2,72,5.4,12558,27887943
3917,0,Drama,2380788,"Spring, Summer, Fall, Winter... and Spring",103,8.1,66713,2380788
3918,8000000,Comedy,336456,The Singing Detective,109,5.6,7414,-7663544
3919,0,Comedy,56127,Dorm Daze,96,4.6,7089,56127
3920,17000000,Comedy,37566230,Good Boy!,100,5.1,3591,20566230
3921,0,Drama,1062253,The Mother,112,6.9,3593,1062253
3922,0,Comedy,237183,Kontroll,107,7.7,21046,237183
3923,0,Drama,54523,29 palmas - Pasiones salvajes,114,5.2,3679,54523
3924,15000000,Comedy,30238577,The Fighting Temptations,123,5.5,6052,15238577
3925,0,Drama,61439,Time of the Wolf,114,6.6,8044,61439
3926,0,Drama,395592,La vida sin mí,106,7.6,22023,395592
3927,0,Action,41196,Undead,100,5.5,11798,41196
3928,5000000,Comedy,896993,Intermission,105,6.9,14096,-4103007
3929,7500000,Drama,197148,Code 46,93,6.2,18738,-7302852
3930,0,Comedy,931755,Bright Young Things,102,6.6,4557,931755
3931,0,Comedy,3432342,The Barbarian Invasions,99,7.7,25849,3432342
3932,0,Crime,54419,Gozu,130,7.1,9463,54419
3933,6800000,Crime,33225,Shade,101,6.4,11130,-6766775
3934,0,Biography,4068087,The Visual Bible: The Gospel of John,180,7.7,2335,4068087
3935,0,Action,853718,The Blind Swordsman: Zatoichi,116,7.6,42734,853718
3936,15000000,Drama,2281585,The Company,112,6.4,5757,-12718415
3937,0,Animation,23103423,Piglet's Big Movie,75,6.0,5240,23103423
3938,0,Drama,681000,Koi... Mil Gaya,171,7.1,16125,681000
3939,0,Comedy,377271,Pride and Prejudice,100,5.3,2156,377271
3940,30000000,Comedy,14208384,Alex & Emma,100,5.6,11953,-15791616
3941,5740000,Drama,647054,Japanese Story,105,6.7,5814,-5092946
3942,15000000,Action,19067,Stander,116,7.2,7443,-14980933
3943,10000000,Crime,1011054,Owning Mahowny,104,7.1,11120,-8988946
3944,0,Crime,1615118,I'm Not Scared,108,7.5,12805,1615118
3945,0,Comedy,14811,Easy,100,5.9,1509,14811
3946,0,Crime,358804,I'll Sleep When I'm Dead,102,5.9,7764,358804
3947,20000,Drama,7221,Zero Day,92,7.3,3594,-12779
3948,0,Comedy,17334912,Deliver Us from Eva,105,6.1,4889,17334912
3949,0,Drama,20838,Nathalie...,100,6.3,4052,20838
3950,0,Drama,6140,It's All About Love,100,5.5,7357,6140
3951,0,Drama,306224,Dot the I,100,6.8,7701,306224
3952,0,Comedy,533344,Masked and Anonymous,112,5.5,4094,533344
3953,0,Drama,482357,Strayed,95,6.6,2816,482357
3954,0,Biography,365727,Baadasssss!,108,7.4,4384,365727
3955,0,Drama,836225,Chalte Chalte,167,6.6,12435,836225
3956,0,Drama,72762,Reconstruction,91,7.4,6465,72762
3957,0,Drama,34720,"Goodbye, Dragon Inn",82,7.1,3091,34720
3958,1000000,Drama,279282,The Battle of Shaker Heights,100,6.1,3926,-720718
3959,0,Action,332015,The Memory of a Killer,123,7.4,8593,332015
3960,29000000,Drama,81001787,The Notebook,123,7.9,430711,52001787
3961,1200000,Horror,56000369,Saw,103,7.7,322727,54800369
3962,175000000,Drama,133378256,Troy,163,7.2,414038,-41621744
3963,60000000,Drama,114197520,The Village,108,6.5,209350,54197520
3964,66000000,Action,59623958,Hellboy,122,6.8,261530,-6376042
3965,17000000,Comedy,86058055,Mean Girls,97,7.0,270476,69058055
3966,130000000,Adventure,249358727,Harry Potter and the Prisoner of Azkaban,142,7.8,427343,119358727
3967,92000000,Animation,261441092,The Incredibles,115,8.0,520926,169441092
3968,20000000,Drama,34400301,Eternal Sunshine of the Spotless Mind,108,8.3,736127,14400301
3969,125000000,Action,186740799,The Day After Tomorrow,124,6.4,356977,61740799
3970,30000000,Action,66208183,Kill Bill: Vol. 2,137,8.0,555508,36208183
3971,33000000,Action,33682273,The Punisher,124,6.5,132115,682273
3972,25000000,Comedy,17718223,EuroTrip,93,6.6,171296,-7281777
3973,0,Comedy,13542874,Shaun of the Dead,99,8.0,428784,13542874
3974,160000000,Action,120177084,Van Helsing,131,6.0,211483,-39822916
3975,70000000,Drama,51268815,The Phantom of the Opera,143,7.3,102339,-18731185
3976,25000000,Comedy,14589444,The Girl Next Door,108,6.8,180214,-10410556
3977,37000000,Comedy,70831760,White Chicks,109,5.5,107599,33831760
3978,5000000,Drama,1082715,The Machinist,101,7.7,304458,-3917285
3979,6500000,Crime,54580300,Crash,112,7.8,379156,48080300
3980,400000,Comedy,44540956,Napoleon Dynamite,96,6.9,171007,44140956
3981,0,Biography,5509040,Downfall,156,8.3,272105,5509040
3982,30000000,Drama,100492203,Million Dollar Baby,132,8.1,528910,70492203
3983,13000000,Sci-Fi,57938693,The Butterfly Effect,113,7.7,387284,44938693
3984,12000000,Comedy,17083732,Chucky 5: El Hijo de Chucky,87,4.9,31029,5083732
3985,0,Crime,2338695,Layer Cake,105,7.4,142359,2338695
3986,26000000,Action,59020957,Dawn of the Dead,101,7.3,206262,33020957
3987,30000000,Drama,370782930,The Passion of the Christ,127,7.2,189031,340782930
3988,50000000,Adventure,24006726,The Life Aquatic with Steve Zissou,119,7.3,151463,-25993274
3989,27000000,Drama,33987757,Closer,104,7.3,177735,6987757
3990,24000000,Animation,4711096,Howl's Moving Castle,119,8.2,242412,-19288904
3991,110000000,Biography,102608827,El aviador,170,7.5,284387,-7391173
3992,20000000,Comedy,114326736,Dodgeball: A True Underdog Story,92,6.7,198343,94326736
3993,120000000,Action,51882244,King Arthur,126,6.3,144158,-68117756
3994,140000000,Adventure,118627117,A Series of Unfortunate Events,108,6.8,172422,-21372883
3995,37000000,Comedy,57231747,13 Going on 30,98,6.1,132486,20231747
3996,25000000,Biography,51680613,Finding Neverland,106,7.7,182038,26680613
3997,200000000,Action,373585825,Spider-Man 2,127,7.3,451467,173585825
3998,65000000,Crime,101005703,Collateral,115,7.6,312190,36005703
3999,120000000,Action,144801023,"I, Robot",115,7.1,423244,24801023
4000,75000000,Action,176241941,The Bourne Supremacy,108,7.8,379648,101241941
4001,150000000,Animation,436471036,Shrek 2,93,7.2,342666,286471036
4002,70000000,Action,77911774,Man on Fire,146,7.7,285049,7911774
4003,155000000,Action,34297191,Alexander,175,5.5,146107,-120702809
4004,105000000,Action,57761012,The Chronicles of Riddick,119,6.7,193580,-47238988
4005,20000000,Comedy,51438175,A Cinderella Story,95,5.9,68595,31438175
4006,60000000,Comedy,77872883,The Terminal,128,7.3,330983,17872883
4007,12000000,Comedy,71503593,Sideways,126,7.5,158415,59503593
4008,75000000,Comedy,120908074,50 First Dates,99,6.8,283647,45908074
4009,0,Drama,49835,9 Songs,71,4.9,18981,49835
4010,26000000,Comedy,85288303,Anchorman: The Legend of Ron Burgundy,94,7.2,286238,59288303
4011,60000000,Action,80282231,AVP: Alien vs. Predator,101,5.6,157399,20282231
4012,100000000,Action,173008894,National Treasure,131,6.9,268591,73008894
4013,40000000,Comedy,95170481,The Princess Diaries 2: Royal Engagement,113,5.7,59819,55170481
4014,65000000,Action,52411906,Blade: Trinity,113,5.9,143476,-12588094
4015,30000000,Action,61188085,Juego de viernes por la noche,118,7.3,50432,31188085
4016,110000000,Crime,125544280,Ocean's Twelve,125,6.5,305800,15544280
4017,42000000,Comedy,88097164,Along Came Polly,90,5.9,111747,46097164
4018,25000000,Drama,14161590,Dirty Dancing: Havana Nights,86,6.0,23521,-10838410
4019,7000,Drama,424760,Primer,77,6.9,81468,417760
4020,9000000,Adventure,18225165,Harold & Kumar Go to White Castle,88,7.1,163200,9225165
4021,30000000,Action,32774834,Team America: World Police,98,7.2,142880,2774834
4022,35000000,Comedy,22918387,Ella Enchanted,96,6.3,51752,-12081613
4023,2500000,Comedy,26782316,Garden State,102,7.5,194118,24282316
4024,90000000,Comedy,59484742,The Stepford Wives,93,5.2,52194,-30515258
4025,10000000,Comedy,9436390,Sleepover,89,5.3,13433,-563610
4026,10000000,Horror,110359362,The Grudge,91,5.9,123089,100359362
4027,15000000,Comedy,29331068,Confessions of a Teenage Drama Queen,89,4.6,24586,14331068
4028,165000000,Animation,183373735,The Polar Express,100,6.6,134170,18373735
4029,45000000,Action,51201453,Resident Evil: Apocalypse,94,6.2,164937,6201453
4030,2700000,Drama,5792822,Before Sunset,80,8.0,183175,3092822
4031,17500000,Biography,23472900,Hotel Rwanda,121,8.1,286561,5972900
4032,40000000,Mystery,48022900,Secret Window,96,6.6,157858,8022900
4033,80000000,Comedy,279261160,Meet the Fockers,115,6.3,223589,199261160
4034,80000000,Drama,65955630,The Manchurian Candidate,129,6.6,91522,-14044370
4035,75000000,Animation,160861908,Shark Tale,90,6.0,142203,85861908
4036,45000000,Crime,32682342,Taking Lives,103,6.2,69195,-12317658
4037,100000000,Action,40202379,Catwoman,104,3.3,93348,-59797621
4038,20000000,Action,17108591,Kung Fu Hustle,99,7.8,106883,-2891409
4039,35000000,Comedy,39799191,The Ladykillers,104,6.2,88680,4799191
4040,56000000,Action,45860039,Walking Tall,86,6.2,57133,-10139961
4041,80000000,Animation,84216833,Scooby-Doo 2: Monsters Unleashed,93,5.0,36847,4216833
4042,80000000,Comedy,42044321,Spanglish,131,6.4,69272,-37955679
4043,70000000,Action,37760080,Sky Captain and the World of Tomorrow,106,6.1,75399,-32239920
4044,110000000,Action,24008137,Around the World in 80 Days,120,5.8,73536,-85991863
4045,30000000,Animation,85417988,The SpongeBob SquarePants Movie,87,7.0,64107,55417988
4046,28000000,Biography,64378093,Miracle,135,7.5,39178,36378093
4047,40000000,Biography,75331600,Ray,152,7.7,118242,35331600
4048,40000000,Comedy,40226215,Bridget Jones: The Edge of Reason,108,5.9,86030,226215
4049,0,Biography,2086345,The Sea Inside,125,8.0,68461,2086345
4050,15000000,Family,10411980,Raise Your Voice,100,5.9,23974,-4588020
4051,47000000,Drama,6167817,A Very Long Engagement,133,7.7,65330,-40832183
4052,30000000,Drama,12831121,Wicker Park,114,7.0,47335,-17168879
4053,25000000,Action,36611066,Taxi,97,4.4,35086,11611066
4054,0,Comedy,28165882,The Prince and Me,111,5.9,33861,28165882
4055,60000000,Comedy,88237754,Starsky & Hutch,101,6.1,125648,28237754
4056,45000000,Action,21009180,Flight of the Phoenix,113,6.1,47448,-23990820
4057,23000000,Comedy,12189514,Chasing Liberty,101,6.1,31901,-10810486
4058,0,Drama,697181,Mysterious Skin,105,7.7,59675,697181
4059,18000000,Adventure,16702864,Catch That Kid,91,5.2,8514,-1297136
4060,31000000,Comedy,17001133,Wimbledon,98,6.3,54188,-13998867
4061,3500000,Action,96793,D.E.B.S.,91,5.3,12868,-3403207
4062,25000000,Action,32003620,Cellular,94,6.5,82822,7003620
4063,0,Crime,6013,Dead Man's Shoes,90,7.7,42662,6013
4064,27000000,Crime,4480744,La isla maldita,106,6.4,51913,-22519256
4065,22000000,Comedy,12784713,I Heart Huckabees,107,6.7,58556,-9215287
4066,35000000,Animation,75369589,Garfield,80,5.0,64907,40369589
4067,0,Action,1197786,District B13,84,7.2,58967,1197786
4068,11000000,Biography,10214647,Kinsey,118,7.1,44032,-785353
4069,42000000,Drama,66641205,The Forgotten,91,5.8,59556,24641205
4070,19000000,Adventure,58169327,Without a Paddle,95,5.9,39199,39169327
4071,0,Adventure,16756372,The Motorcycle Diaries,126,7.8,87264,16756372
4072,35000000,Comedy,25266129,Jersey Girl,102,6.2,57178,-9733871
4073,0,Action,11050094,House of Flying Daggers,119,7.6,96858,11050094
4074,23000000,Drama,16136476,Vanity Fair,141,6.2,18147,-6863524
4075,12000000,Drama,261481,2046,129,7.5,44039,-11738519
4076,16000000,Comedy,13922211,Soul Plane,86,4.4,19204,-2077789
4077,57000000,Action,6768055,Thunderbirds,95,4.2,11740,-50231945
4078,50000000,Horror,41821986,Exorcist: The Beginning,114,5.1,29891,-8178014
4079,8600000,Comedy,4992159,Club Dread,104,5.7,24974,-3607841
4080,24000000,Comedy,17071962,Win a Date with Tad Hamilton!,100,5.6,23925,-6928038
4081,40000000,Comedy,10387706,The Perfect Score,93,5.7,20826,-29612294
4082,5000000,Comedy,8940582,Saved!,92,6.8,41580,3940582
4083,100000000,Action,67286731,Hidalgo,136,6.7,70672,-32713269
4084,500000,Crime,603951,Mean Creek,90,7.3,27763,103951
4085,8000000,Drama,40066497,You Got Served,95,3.5,24154,32066497
4086,60000000,Comedy,73780539,Christmas with the Kranks,99,5.2,30985,13780539
4087,58000000,Action,28328132,After the Sunset,97,6.3,40092,-29671868
4088,40000000,Action,21215059,Torque,84,4.0,24682,-18784941
4089,0,Drama,4835065,The Libertine,114,6.4,32405,4835065
4090,23000000,Biography,6318709,Beyond the Sea,118,6.7,13453,-16681291
4091,15000000,Comedy,1339668,A Dirty Shame,89,5.1,11124,-13660332
4092,30000000,Comedy,14018364,New York Minute,100,4.9,18830,-15981636
4093,30000000,Comedy,9055010,First Daughter,100,5.0,18324,-20944990
4094,18000000,Drama,3765585,The Merchant of Venice,131,7.1,31158,-14234415
4095,20000000,Drama,5005883,Birth,100,6.1,31210,-14994117
4096,5000000,Crime,5211842,Bad Education,106,7.5,48212,211842
4097,60000000,Comedy,13399812,Alfie,103,6.2,45684,-46600188
4098,0,Drama,992238,My Summer of Love,86,6.8,17239,992238
4099,7000000,Comedy,6601079,Bride & Prejudice,111,6.2,18188,-398921
4100,50000000,Comedy,6471394,The Big Bounce,88,4.9,16502,-43528606
4101,26000000,Action,23222861,Agent Cody Banks 2: Destination London,100,4.5,12029,-2777139
4102,0,Action,548039,The Final Cut,95,6.2,28056,548039
4103,50000000,Comedy,57890460,Shall We Dance,106,6.1,37878,7890460
4104,107000000,Drama,22414961,The Alamo,137,6.0,17664,-84585039
4105,55000000,Action,74541707,Ladder 49,115,6.5,50406,19541707
4106,25000000,Action,32238923,Anacondas: The Hunt for the Blood Orchid,97,4.6,23961,7238923
4107,50000000,Comedy,37486138,Raising Helen,119,6.0,32370,-12513862
4108,0,Drama,3635164,The Chorus,97,7.9,47812,3635164
4109,0,Drama,40601,The Woodsman,87,7.2,28874,40601
4110,0,Drama,144065,Before the Fall,117,7.4,11986,144065
4111,20000000,Comedy,9109322,Superbabies: Baby Geniuses 2,88,2.0,26818,-10890678
4112,0,Animation,1043896,Ghost in the Shell 2: Innocence,100,7.6,30980,1043896
4113,40000000,Comedy,12181484,Envy,99,4.8,27466,-27818516
4114,40000000,Comedy,16323969,The Whole Ten Yards,98,5.5,48262,-23676031
4115,20000000,Biography,13337299,De-Lovely,125,6.6,10018,-6662701
4116,0,Drama,159171,A Love Song for Bobby Long,119,7.2,23027,159171
4117,4200000,Action,1487477,Night Watch,114,6.5,48808,-2712523
4118,7000000,Drama,2921738,Veer-Zaara,192,7.9,39916,-4078262
4119,50000000,Crime,25195050,Twisted,97,5.2,18006,-24804950
4120,0,Adventure,18947630,Two Brothers,109,7.1,12650,18947630
4121,110000000,Animation,50030461,Home on the Range,76,5.4,15266,-59969539
4122,0,Drama,29058,The Heart Is Deceitful Above All Things,98,6.6,5569,29058
4123,26000000,Comedy,45489752,In Good Company,100,6.5,50314,19489752
4124,26000000,Comedy,48116322,Fat Albert,93,4.3,9859,22116322
4125,0,Comedy,175408,P.S.,97,6.3,5299,175408
4126,12000000,Comedy,31179516,Johnson Family Vacation,97,4.4,6299,19179516
4127,0,Comedy,3835551,The Door in the Floor,111,6.7,13913,3835551
4128,0,Drama,92214,Amor o sexo,106,6.8,6621,92214
4129,5000000,Horror,101107,Riding the Bullet,100,5.2,7968,-4898893
4130,0,Horror,75829,Three... Extremes,118,7.0,16728,75829
4131,19250000,Action,4434432,Spartan,102,6.6,27340,-14815568
4132,0,Drama,398278,Head in the Clouds,121,6.6,13138,398278
4133,0,Biography,2694071,Bobby Jones: Stroke of Genius,129,6.7,3364,2694071
4134,0,Drama,70395,Ma mère,110,5.1,5331,70395
4135,28000000,Comedy,17848322,Las leyes de atracción,90,5.9,19776,-10151678
4136,3000000,Crime,6517198,Maria Full of Grace,101,7.5,31546,3517198
4137,0,Crime,121166,Lila Says,89,7.0,4054,121166
4138,8000000,Comedy,365134,She Hate Me,138,5.3,6600,-7634866
4139,0,Comedy,95016,Summer Storm,98,7.4,11810,95016
4140,0,Comedy,6583149,Millions,98,6.9,22743,6583149
4141,6000000,Comedy,371081,House of D,96,7.0,7919,-5628919
4142,0,Crime,34000,Black Friday,143,8.6,13141,34000
4143,35000000,Comedy,20422207,Little Black Book,111,5.3,15844,-14577793
4144,0,Comedy,3825351,Melinda and Melinda,99,6.5,28468,3825351
4145,0,Biography,120620,It's All Gone Pete Tong,90,7.4,17570,120620
4146,11000000,Crime,3753806,Vera Drake,125,7.7,21213,-7246194
4147,0,Drama,6759422,Ladies in Lavender,104,7.1,8937,6759422
4148,0,Drama,24947,Undertow,108,6.7,7587,24947
4149,0,Comedy,9910,As It Is in Heaven,133,7.6,14388,9910
4150,6500000,Comedy,70527,Eulogy,91,6.7,7932,-6429473
4151,26000000,Comedy,14469428,Welcome to Mooseport,110,5.2,11058,-11530572
4152,0,Drama,1223240,Swades,195,8.3,66309,1223240
4153,0,Comedy,1186323,Saving Face,91,7.5,8312,1186323
4154,27000000,Crime,8725813,Suspect Zero,100,5.9,17171,-18274187
4155,50000,Comedy,155212,Eating Out,90,5.9,5354,105212
4156,0,Drama,1340891,Dear Frankie,105,7.8,19530,1340891
4157,0,Drama,358262,Enduring Love,100,6.4,9152,358262
4158,25000000,Drama,14379751,Godsend,102,4.8,23154,-10620249
4159,0,Drama,5763875,The Clearing,95,5.9,12195,5763875
4160,0,Action,367027,Highwaymen,80,5.7,7657,367027
4161,0,Comedy,795126,Saint Ralph,98,7.6,5291,795126
4162,0,Comedy,21864,Rory O'Shea Was Here,104,7.9,12466,21864
4163,18000000,Comedy,65111277,Barbershop 2: Back in Business,106,5.7,11281,47111277
4164,18000000,Comedy,7739049,"Julia, una mujer seductora",104,7.0,11052,-10260951
4165,0,Drama,256822,Turtles Can Fly,98,8.1,14720,256822
4166,3000000,Drama,2037545,We Don't Live Here Anymore,101,6.3,8531,-962455
4167,0,Drama,223144,A Good Woman,93,6.5,10196,223144
4168,0,Drama,188248,Eros,104,6.0,5387,188248
4169,1000000,Crime,238507,3-Iron,88,8.1,41640,-761493
4170,30000000,Comedy,21800302,Mr 3000,104,5.5,12740,-8199698
4171,0,Horror,2623,Calvaire,88,6.2,10084,2623
4172,0,Drama,776691,Stage Beauty,106,7.2,9141,776691
4173,0,Comedy,553368,Palindromes,100,6.8,11133,553368
4174,12000000,Biography,195378,Modigliani,128,7.4,9098,-11804622
4175,45000000,Comedy,11663156,Surviving Christmas,91,5.3,18771,-33336844
4176,20000000,Comedy,8054280,Connie and Carla,108,6.3,7171,-11945720
4177,0,Animation,410388,Steamboy,126,6.9,14575,410388
4178,6500000,Drama,1029872,A Home at the End of the World,97,6.8,12420,-5470128
4179,20000000,Animation,19762690,Yu-Gi-Oh!: The Movie,100,4.6,6776,-237310
4180,40000000,Drama,29077547,Rent,135,7.0,43683,-10922453
4181,150000000,Adventure,206459076,Charlie and the Chocolate Factory,115,6.7,350762,56459076
4182,150000000,Adventure,290013036,Harry Potter and the Goblet of Fire,157,7.7,429209,140013036
4183,150000000,Action,206852432,Batman Begins,152,8.3,1075968,56852432
4184,40000000,Action,25514517,Serenity,119,7.9,255155,-14485483
4185,54000000,Action,70511035,V for Vendetta,132,8.2,867117,16511035
4186,40000000,Crime,74103820,Sin City,124,8.0,690034,34103820
4187,28000000,Drama,38405088,Pride & Prejudice,129,7.8,209548,10405088
4188,50000000,Adventure,51085416,The Hitchhiker's Guide to the Galaxy,109,6.8,165212,1085416
4189,14000000,Drama,83043761,Brokeback Mountain,134,7.7,276758,69043761
4190,40000000,Comedy,209218368,Wedding Crashers,119,7.0,295346,169218368
4191,180000000,Adventure,291709845,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",143,6.9,310549,111709845
4192,82000000,Comedy,158119460,The Longest Yard,113,6.4,139788,76119460
4193,4800000,Horror,47326473,Hostel,94,5.9,147832,42526473
4194,130000000,Action,47398413,Kingdom of Heaven,144,7.2,232742,-82601587
4195,113000000,Action,380262555,Star Wars: Episode III - Revenge of the Sith,140,7.6,570398,267262555
4196,132000000,Adventure,234280354,War of the Worlds,116,6.5,357995,102280354
4197,100000000,Drama,75976178,Constantine,121,6.9,253723,-24023822
4198,43000000,Action,24409722,Elektra,97,4.8,75843,-18590278
4199,28000000,Biography,119519402,Walk the Line,136,7.9,198923,91519402
4200,0,Adventure,26024456,The Descent,99,7.2,167959,26024456
4201,19000000,Drama,65233369,The Amityville Horror,90,6.0,91483,46233369
4202,70000000,Comedy,179495555,Hitch,118,6.6,259673,109495555
4203,207000000,Action,218080025,King Kong,187,7.2,340976,11080025
4204,26000000,Comedy,109449237,The 40-Year-Old Virgin,116,7.1,334507,83449237
4205,120000000,Action,186336279,Mr. & Mrs. Smith,120,6.5,379073,66336279
4206,4000000,Horror,87039965,Saw II,93,6.6,201006,83039965
4207,1500000,Comedy,7362100,The Squid and the Whale,81,7.4,64252,5862100
4208,7000000,Crime,17044981,The Devil's Rejects,107,6.9,80744,10044981
4209,40000000,Animation,53359111,Corpse Bride,77,7.4,205383,13359111
4210,35000000,Adventure,63946815,Sky High,100,6.2,66438,28946815
4211,126000000,Action,35818913,The Island,136,6.9,275721,-90181087
4212,15000000,Comedy,31726995,The Wedding Date,90,6.1,41497,16726995
4213,0,Crime,344095,Green Street Hooligans,109,7.5,125881,344095
4214,88000000,Biography,61649911,Cinderella Man,144,8.0,156991,-26350089
4215,72000000,Action,62658220,Jarhead,125,7.0,152251,-9341780
4216,70000000,Crime,47403685,Munich,164,7.6,186355,-22596315
4217,53000000,Comedy,56046979,Be Cool,118,5.7,61786,3046979
4218,52000000,Action,34639939,Hostage,113,6.6,97552,-17360061
4219,32000000,Crime,31493782,A History of Violence,96,7.5,198947,-506218
4220,100000000,Action,154696080,Fantastic Four,106,5.7,280250,54696080
4221,15000000,Drama,23089926,Match Point,124,7.7,178918,8089926
4222,65000000,Action,29258869,Zathura: A Space Adventure,101,6.1,74238,-35741131
4223,25000000,Comedy,47144110,Nanny McPhee,97,6.6,55077,22144110
4224,75000000,Animation,193595521,Madagascar,86,6.9,294387,118595521
4225,50000000,Action,80270227,The Dukes of Hazzard,104,5.1,68938,30270227
4226,50000000,Crime,24149632,Lord of War,122,7.6,261701,-25850368
4227,950000,Crime,1007962,Hard Candy,104,7.1,138885,57962
4228,55000000,Drama,89707299,Flightplan,98,6.2,134241,34707299
4229,85000000,Drama,57490508,Memoirs of a Geisha,145,7.4,124833,-27509492
4230,20000000,Drama,75072454,The Exorcism of Emily Rose,119,6.7,103356,55072454
4231,30000000,Biography,12712093,The New World,135,6.7,74644,-17287907
4232,30000000,Horror,32064800,La casa de cera,108,5.3,100354,2064800
4233,60000000,Adventure,82571173,Cheaper by the Dozen 2,94,5.5,46237,22571173
4234,45000000,Action,74494381,Four Brothers,109,6.9,117043,29494381
4235,50000000,Action,39177684,The Adventures of Sharkboy and Lavagirl 3-D,93,3.5,22677,-10822316
4236,15000000,Comedy,4243756,Kiss Kiss Bang Bang,103,7.6,188313,-10756244
4237,3000000,Comedy,16124543,Waiting...,94,6.8,79505,13124543
4238,88000000,Adventure,37916267,The Brothers Grimm,118,5.9,103728,-50083733
4239,62000000,Action,25857987,Æon Flux,93,5.5,114477,-36142013
4240,25000000,Comedy,39008741,The Sisterhood of the Traveling Pants,119,6.5,47742,14008741
4241,60000000,Action,26873932,xXx: State of the Union,101,4.4,58727,-33126068
4242,0,Adventure,11294832,Casanova,112,6.5,46586,11294832
4243,26000000,Mystery,57891803,Red Eye,85,6.5,99003,31891803
4244,75000000,Animation,128200012,Robots,91,6.3,111639,53200012
4245,0,Comedy,32619671,Just Friends,96,6.2,88269,32619671
4246,58000000,Comedy,48318130,Just Like Heaven,95,6.7,87397,-9681870
4247,475000,Action,2060589,Brick,110,7.4,89353,1585589
4248,75000000,Action,46464023,The Legend of Zorro,129,5.9,77748,-28535977
4249,30000000,Biography,67264877,Coach Carter,136,7.3,100602,37264877
4250,50000000,Adventure,66023816,Herbie Fully Loaded,101,4.8,38998,16023816
4251,70000000,Comedy,43000262,Rumor Has It...,97,5.5,43996,-26999738
